Date,Open,High,Low,Close,Adj Close,Volume
1970-03-09,1.088542,1.088542,1.079861,1.085069,0.353828,273600
1970-03-10,1.079861,1.079861,1.066840,1.076389,0.350998,1353600
1970-03-11,1.076389,1.090278,1.072917,1.085069,0.353828,432000
1970-03-12,1.085938,1.093750,1.085938,1.088542,0.354961,388800
1970-03-13,1.083333,1.083333,1.076389,1.076389,0.350998,1339200
1970-03-16,1.076389,1.076389,1.057292,1.059028,0.345336,806400
1970-03-17,1.059028,1.062500,1.053819,1.053819,0.343638,1267200
1970-03-18,1.055556,1.064236,1.055556,1.064236,0.347035,748800
1970-03-19,1.067708,1.072917,1.067708,1.067708,0.348167,1123200
1970-03-20,1.067708,1.067708,1.060764,1.067708,0.348167,518400
1970-03-23,1.065972,1.065972,1.055556,1.059028,0.345336,216000
1970-03-24,1.058160,1.058160,1.041667,1.052951,0.343355,1670400
1970-03-25,1.062500,1.100694,1.062500,1.086806,0.354395,2275200
1970-03-26,1.086806,1.093750,1.083333,1.086806,0.354395,936000
1970-03-30,1.086806,1.092014,1.079861,1.081597,0.352696,1368000
1970-03-31,1.076389,1.076389,1.065972,1.072917,0.349866,676800
1970-04-01,1.069444,1.069444,1.062500,1.065104,0.347318,820800
1970-04-02,1.059028,1.059028,1.045139,1.047743,0.341656,792000
1970-04-03,1.047743,1.053819,1.047743,1.052083,0.343072,1008000
1970-04-06,1.052083,1.057292,1.022569,1.024306,0.334014,2275200
1970-04-07,1.022569,1.022569,0.993056,0.994792,0.324390,1526400
1970-04-08,0.994792,0.996528,0.987847,0.993056,0.323824,734400
1970-04-09,0.993056,1.017361,0.993056,1.015625,0.331183,820800
1970-04-10,1.015625,1.031250,1.011285,1.013889,0.330617,3312000
1970-04-13,1.013889,1.013889,1.000000,1.006944,0.328352,878400
1970-04-14,1.006944,1.024306,0.993056,1.022569,0.333447,835200
1970-04-15,1.022569,1.039931,1.020833,1.027778,0.335146,2217600
1970-04-16,1.027778,1.027778,1.015625,1.016493,0.331466,1252800
1970-04-17,1.016493,1.017361,1.013889,1.015625,0.331183,950400
1970-04-20,1.015625,1.017361,1.008681,1.013889,0.330617,1425600
1970-04-21,1.013889,1.020833,1.006944,1.007813,0.328636,518400
1970-04-22,1.006944,1.006944,1.000000,1.000868,0.326371,561600
1970-04-23,1.000868,1.001736,0.968750,0.971354,0.316747,763200
1970-04-24,0.971354,0.972222,0.966146,0.967014,0.315332,792000
1970-04-27,0.966146,0.966146,0.954861,0.956597,0.311935,705600
1970-04-28,0.956597,0.958333,0.951389,0.951389,0.310237,676800
1970-04-29,0.951389,0.986111,0.934028,0.986111,0.321559,2534400
1970-04-30,0.986111,1.006944,0.986111,0.993056,0.323824,532800
1970-05-01,0.993056,0.993056,0.986111,0.987847,0.322125,316800
1970-05-04,0.975694,0.975694,0.956597,0.956597,0.311935,576000
1970-05-05,0.953125,0.953125,0.946181,0.946181,0.308538,950400
1970-05-06,0.946181,0.961806,0.946181,0.961806,0.313633,1166400
1970-05-07,0.965278,0.979167,0.965278,0.975694,0.318162,1137600
1970-05-08,0.975694,0.982639,0.954861,0.961806,0.313633,921600
1970-05-11,0.948785,0.948785,0.937500,0.937500,0.305708,705600
1970-05-12,0.937500,0.961806,0.935764,0.944444,0.307972,763200
1970-05-13,0.940972,0.940972,0.935764,0.938368,0.305990,360000
1970-05-14,0.938368,0.939236,0.916667,0.928819,0.302877,1094400
1970-05-15,0.937500,0.972222,0.937500,0.972222,0.317030,676800
1970-05-18,1.010417,1.010417,0.984375,0.984375,0.320993,561600
1970-05-19,0.984375,0.989583,0.932292,0.932292,0.304009,657600
1970-05-20,0.932292,0.937500,0.919271,0.919271,0.299763,542400
1970-05-21,0.906250,0.906250,0.867188,0.885417,0.288724,1881600
1970-05-22,0.885417,0.901042,0.854167,0.880208,0.287567,777600
1970-05-25,0.875000,0.875000,0.817708,0.817708,0.267148,1718400
1970-05-26,0.817708,0.822917,0.776042,0.778646,0.254386,1536000
1970-05-27,0.802083,0.838542,0.802083,0.838542,0.273954,2001600
1970-05-28,0.838542,0.859375,0.828125,0.854167,0.279059,3168000
1970-05-29,0.854167,0.906250,0.843750,0.906250,0.296075,1872000
1970-06-01,0.906250,0.937500,0.901042,0.937500,0.306284,1555200
1970-06-02,0.937500,0.947917,0.911458,0.927083,0.302881,1190400
1970-06-03,0.927083,0.966146,0.919271,0.966146,0.315643,1185600
1970-06-04,0.966146,0.997396,0.958333,0.958333,0.313090,1948800
1970-06-05,0.958333,0.958333,0.929688,0.934896,0.305433,796800
1970-06-08,0.934896,0.945313,0.911458,0.942708,0.307986,523200
1970-06-09,0.942708,0.945313,0.916667,0.937500,0.306284,652800
1970-06-10,0.937500,0.955729,0.934896,0.934896,0.305433,744000
1970-06-11,0.934896,0.955729,0.927083,0.953125,0.311389,628800
1970-06-12,0.953125,0.958333,0.942708,0.953125,0.311389,696000
1970-06-15,0.953125,0.973958,0.947917,0.968750,0.316493,374400
1970-06-16,0.979167,1.057292,0.979167,1.041667,0.340316,912000
1970-06-17,1.041667,1.041667,1.005208,1.020833,0.333509,974400
1970-06-18,1.020833,1.041667,1.010417,1.041667,0.340316,556800
1970-06-19,1.041667,1.057292,1.020833,1.020833,0.333509,1238400
1970-06-22,1.020833,1.036458,0.979167,1.020833,0.333509,393600
1970-06-23,1.010417,1.010417,0.979167,0.984375,0.321598,715200
1970-06-24,0.984375,0.984375,0.958333,0.971354,0.317344,532800
1970-06-25,0.971354,1.000000,0.968750,0.971354,0.317344,388800
1970-06-26,0.971354,0.973958,0.942708,0.958333,0.313090,484800
1970-06-29,0.958333,0.966146,0.940104,0.958333,0.313090,283200
1970-06-30,0.958333,0.994792,0.958333,0.971354,0.317344,417600
1970-07-01,0.971354,0.973958,0.958333,0.973958,0.318195,921600
1970-07-02,0.973958,0.976563,0.960938,0.960938,0.313942,216000
1970-07-06,0.963542,0.986979,0.963542,0.973958,0.318195,672000
1970-07-07,0.973958,0.984375,0.937500,0.937500,0.306284,916800
1970-07-08,0.937500,0.971354,0.934896,0.968750,0.316493,408000
1970-07-09,0.973958,1.000000,0.973958,0.979167,0.319897,427200
1970-07-10,0.979167,1.010417,0.979167,1.002604,0.327554,336000
1970-07-13,1.002604,1.023438,0.992188,0.992188,0.324151,403200
1970-07-14,0.992188,1.000000,0.976563,0.989583,0.323300,552000
1970-07-15,0.992188,1.010417,0.992188,1.000000,0.326703,912000
1970-07-16,1.000000,1.013021,0.994792,0.994792,0.325002,763200
1970-07-17,1.005208,1.031250,1.005208,1.031250,0.336913,849600
1970-07-20,1.031250,1.052083,1.031250,1.039063,0.339465,1224000
1970-07-21,1.039063,1.049479,1.036458,1.036458,0.338614,1800000
1970-07-22,1.036458,1.044271,1.031250,1.031250,0.336913,1872000
1970-07-23,1.031250,1.046875,1.020833,1.026042,0.335211,1804800
1970-07-24,1.023438,1.023438,1.010417,1.010417,0.330107,667200
1970-07-27,1.007813,1.007813,0.984375,0.984375,0.321598,436800
1970-07-28,0.989583,1.015625,0.989583,1.010417,0.330107,772800
1970-07-29,1.015625,1.041667,1.015625,1.033854,0.337763,326400
1970-07-30,1.033854,1.039063,1.020833,1.026042,0.335211,542400
1970-07-31,1.026042,1.036458,1.026042,1.028646,0.336062,484800
1970-08-03,1.026042,1.026042,0.986979,1.010417,0.330107,816000
1970-08-04,1.005208,1.005208,0.989583,1.000000,0.326703,542400
1970-08-05,1.000000,1.010417,0.984375,0.986979,0.322449,633600
1970-08-06,0.989583,1.000000,0.989583,0.992188,0.324151,470400
1970-08-07,0.992188,1.002604,0.981771,0.986979,0.322449,811200
1970-08-10,0.981771,0.981771,0.947917,0.947917,0.309687,672000
1970-08-11,0.947917,0.953125,0.937500,0.942708,0.307986,849600
1970-08-12,0.945313,0.958333,0.945313,0.945313,0.308837,288000
1970-08-13,0.945313,0.945313,0.906250,0.921875,0.301179,1833600
1970-08-14,0.914063,0.914063,0.898438,0.903646,0.295224,998400
1970-08-17,0.903646,0.911458,0.890625,0.906250,0.296622,1108800
1970-08-18,0.937500,0.963542,0.937500,0.940104,0.307703,753600
1970-08-19,0.940104,0.963542,0.940104,0.940104,0.307703,624000
1970-08-20,0.940104,0.963542,0.927083,0.947917,0.310260,816000
1970-08-21,0.947917,1.000000,0.947917,0.994792,0.325602,1118400
1970-08-24,1.010417,1.031250,1.010417,1.020833,0.334126,1036800
1970-08-25,1.020833,1.031250,1.005208,1.031250,0.337535,508800
1970-08-26,1.031250,1.031250,1.005208,1.010417,0.330717,220800
1970-08-27,1.010417,1.015625,1.005208,1.005208,0.329011,369600
1970-08-28,1.005208,1.020833,0.994792,1.020833,0.334126,1012800
1970-08-31,1.020833,1.026042,1.013021,1.013021,0.331569,283200
1970-09-01,1.018229,1.026042,1.018229,1.026042,0.335831,446400
1970-09-02,1.026042,1.026042,1.005208,1.005208,0.329011,681600
1970-09-03,1.005208,1.070313,1.005208,1.046875,0.342649,1219200
1970-09-04,1.046875,1.072917,1.046875,1.072917,0.351173,840000
1970-09-08,1.072917,1.093750,1.057292,1.088542,0.356288,672000
1970-09-09,1.096354,1.125000,1.096354,1.114583,0.364811,873600
1970-09-10,1.101563,1.101563,1.072917,1.101563,0.360549,777600
1970-09-11,1.101563,1.101563,1.078125,1.093750,0.357992,336000
1970-09-14,1.093750,1.104167,1.065104,1.091146,0.357139,820800
1970-09-15,1.080729,1.080729,1.052083,1.052083,0.344354,609600
1970-09-16,1.052083,1.093750,1.046875,1.078125,0.352878,1046400
1970-09-17,1.078125,1.101563,1.072917,1.093750,0.357992,729600
1970-09-18,1.093750,1.104167,1.088542,1.098958,0.359696,427200
1970-09-21,1.098958,1.098958,1.080729,1.083333,0.354582,374400
1970-09-22,1.072917,1.072917,1.041667,1.065104,0.348616,974400
1970-09-23,1.065104,1.098958,1.065104,1.067708,0.349468,532800
1970-09-24,1.070313,1.104167,1.070313,1.093750,0.357992,816000
1970-09-25,1.098958,1.119792,1.098958,1.114583,0.364811,1060800
1970-09-28,1.114583,1.114583,1.072917,1.078125,0.352878,1387200
1970-09-29,1.078125,1.101563,1.062500,1.093750,0.357992,1185600
1970-09-30,1.096354,1.109375,1.096354,1.098958,0.359696,489600
1970-10-01,1.098958,1.104167,1.096354,1.104167,0.361402,268800
1970-10-02,1.104167,1.114583,1.104167,1.114583,0.364811,897600
1970-10-05,1.114583,1.145833,1.114583,1.145833,0.375039,768000
1970-10-06,1.151042,1.161458,1.151042,1.161458,0.380153,672000
1970-10-07,1.158854,1.158854,1.145833,1.156250,0.378449,806400
1970-10-08,1.151042,1.151042,1.125000,1.130208,0.369925,508800
1970-10-09,1.114583,1.114583,1.083333,1.096354,0.358844,508800
1970-10-12,1.091146,1.091146,1.062500,1.091146,0.357139,374400
1970-10-13,1.091146,1.114583,1.078125,1.114583,0.364811,763200
1970-10-14,1.125000,1.135417,1.125000,1.125000,0.368220,657600
1970-10-15,1.125000,1.143229,1.125000,1.127604,0.369073,744000
1970-10-16,1.127604,1.145833,1.098958,1.098958,0.359696,873600
1970-10-19,1.098958,1.104167,1.085938,1.085938,0.355435,561600
1970-10-20,1.098958,1.145833,1.098958,1.145833,0.375039,355200
1970-10-21,1.145833,1.145833,1.135417,1.135417,0.371630,302400
1970-10-22,1.135417,1.140625,1.125000,1.140625,0.373334,748800
1970-10-23,1.140625,1.151042,1.138021,1.151042,0.376744,398400
1970-10-26,1.151042,1.164063,1.145833,1.164063,0.381006,484800
1970-10-27,1.164063,1.164063,1.151042,1.161458,0.380153,499200
1970-10-28,1.153646,1.153646,1.125000,1.153646,0.377596,609600
1970-10-29,1.153646,1.164063,1.145833,1.156250,0.378449,552000
1970-10-30,1.158854,1.192708,1.158854,1.182292,0.386972,475200
1970-11-02,1.182292,1.182292,1.161458,1.182292,0.386972,734400
1970-11-03,1.182292,1.192708,1.171875,1.182292,0.386972,283200
1970-11-04,1.190104,1.213542,1.190104,1.197917,0.392087,532800
1970-11-05,1.197917,1.244792,1.197917,1.234375,0.404020,835200
1970-11-06,1.234375,1.234375,1.213542,1.226563,0.401462,912000
1970-11-09,1.226563,1.229167,1.213542,1.218750,0.398905,619200
1970-11-10,1.218750,1.223958,1.203125,1.213542,0.397201,364800
1970-11-11,1.213542,1.234375,1.203125,1.208333,0.395496,1051200
1970-11-12,1.203125,1.203125,1.187500,1.192708,0.390382,350400
1970-11-13,1.192708,1.192708,1.182292,1.184896,0.387825,672000
1970-11-16,1.184896,1.187500,1.166667,1.166667,0.382396,979200
1970-11-17,1.171875,1.187500,1.171875,1.179688,0.386664,705600
1970-11-18,1.177083,1.177083,1.151042,1.166667,0.382396,796800
1970-11-19,1.166667,1.177083,1.161458,1.171875,0.384103,518400
1970-11-20,1.171875,1.177083,1.164063,1.177083,0.385810,393600
1970-11-23,1.177083,1.182292,1.166667,1.166667,0.382396,523200
1970-11-24,1.171875,1.187500,1.171875,1.182292,0.387517,4348800
1970-11-25,1.182292,1.192708,1.182292,1.192708,0.390932,489600
1970-11-27,1.192708,1.229167,1.187500,1.229167,0.402882,657600
1970-11-30,1.229167,1.236979,1.221354,1.223958,0.401174,1080000
1970-12-01,1.223958,1.234375,1.203125,1.208333,0.396053,465600
1970-12-02,1.208333,1.226563,1.208333,1.221354,0.400321,748800
1970-12-03,1.221354,1.229167,1.187500,1.197917,0.392639,2827200
1970-12-04,1.197917,1.197917,1.177083,1.187500,0.389224,1920000
1970-12-07,1.187500,1.192708,1.166667,1.171875,0.384103,892800
1970-12-08,1.171875,1.177083,1.156250,1.171875,0.384103,840000
1970-12-09,1.174479,1.187500,1.174479,1.179688,0.386664,2505600
1970-12-10,1.179688,1.192708,1.166667,1.177083,0.385810,1003200
1970-12-11,1.171875,1.171875,1.138021,1.140625,0.373861,1147200
1970-12-14,1.140625,1.153646,1.135417,1.138021,0.373007,1857600
1970-12-15,1.138021,1.177083,1.135417,1.174479,0.384957,528000
1970-12-16,1.182292,1.213542,1.182292,1.213542,0.397760,955200
1970-12-17,1.213542,1.213542,1.197917,1.203125,0.394346,1051200
1970-12-18,1.203125,1.208333,1.177083,1.205729,0.395199,532800
1970-12-21,1.205729,1.208333,1.187500,1.192708,0.390932,580800
1970-12-22,1.192708,1.192708,1.161458,1.177083,0.385810,1075200
1970-12-23,1.177083,1.190104,1.166667,1.190104,0.390078,417600
1970-12-24,1.192708,1.205729,1.192708,1.200521,0.393492,470400
1970-12-28,1.200521,1.205729,1.195313,1.203125,0.394346,316800
1970-12-29,1.203125,1.213542,1.200521,1.208333,0.396053,374400
1970-12-30,1.208333,1.213542,1.187500,1.187500,0.389224,758400
1970-12-31,1.187500,1.197917,1.171875,1.187500,0.389224,292800
1971-01-04,1.187500,1.203125,1.179688,1.192708,0.390932,148800
1971-01-05,1.192708,1.213542,1.190104,1.208333,0.396053,403200
1971-01-06,1.208333,1.234375,1.208333,1.229167,0.402882,710400
1971-01-07,1.234375,1.276042,1.234375,1.276042,0.418246,1080000
1971-01-08,1.281250,1.312500,1.281250,1.291667,0.423367,1089600
1971-01-11,1.296875,1.348958,1.296875,1.333333,0.437024,960000
1971-01-12,1.333333,1.354167,1.317708,1.348958,0.442145,1401600
1971-01-13,1.348958,1.364583,1.333333,1.364583,0.447267,1968000
1971-01-14,1.364583,1.375000,1.343750,1.375000,0.450681,926400
1971-01-15,1.369792,1.369792,1.348958,1.351563,0.442999,436800
1971-01-18,1.341146,1.341146,1.260417,1.265625,0.414831,2131200
1971-01-19,1.265625,1.307292,1.250000,1.299479,0.425928,1924800
1971-01-20,1.302083,1.333333,1.302083,1.322917,0.433610,1555200
1971-01-21,1.322917,1.322917,1.307292,1.309896,0.429342,288000
1971-01-22,1.309896,1.317708,1.286458,1.317708,0.431903,864000
1971-01-25,1.317708,1.320313,1.302083,1.307292,0.428489,1977600
1971-01-26,1.328125,1.341146,1.328125,1.341146,0.439585,1017600
1971-01-27,1.341146,1.343750,1.322917,1.322917,0.433610,705600
1971-01-28,1.328125,1.343750,1.328125,1.328125,0.435317,1214400
1971-01-29,1.328125,1.343750,1.322917,1.343750,0.440438,955200
1971-02-01,1.343750,1.348958,1.333333,1.348958,0.442145,585600
1971-02-02,1.348958,1.369792,1.338542,1.369792,0.448974,686400
1971-02-03,1.369792,1.401042,1.361979,1.395833,0.457510,787200
1971-02-04,1.395833,1.414063,1.388021,1.395833,0.457510,724800
1971-02-05,1.395833,1.406250,1.382813,1.406250,0.460924,1176000
1971-02-08,1.406250,1.414063,1.388021,1.411458,0.462631,950400
1971-02-09,1.411458,1.429688,1.395833,1.401042,0.459217,1036800
1971-02-10,1.401042,1.484375,1.395833,1.484375,0.486531,724800
1971-02-11,1.473958,1.473958,1.447917,1.458333,0.477995,1915200
1971-02-12,1.455729,1.455729,1.432292,1.445313,0.473727,830400
1971-02-16,1.445313,1.450521,1.432292,1.442708,0.472873,969600
1971-02-17,1.437500,1.437500,1.432292,1.437500,0.471167,691200
1971-02-18,1.440104,1.447917,1.440104,1.447917,0.474581,796800
1971-02-19,1.442708,1.442708,1.401042,1.406250,0.460924,806400
1971-02-22,1.406250,1.411458,1.385417,1.401042,0.460103,532800
1971-02-23,1.401042,1.437500,1.401042,1.437500,0.472076,278400
1971-02-24,1.447917,1.458333,1.447917,1.453125,0.477207,240000
1971-02-25,1.458333,1.476563,1.458333,1.473958,0.484048,1065600
1971-02-26,1.473958,1.473958,1.450521,1.468750,0.482338,427200
1971-03-01,1.468750,1.476563,1.458333,1.476563,0.484904,187200
1971-03-02,1.476563,1.481771,1.476563,1.481771,0.486614,691200
1971-03-03,1.481771,1.484375,1.468750,1.473958,0.484048,388800
1971-03-04,1.473958,1.518229,1.473958,1.518229,0.498587,1512000
1971-03-05,1.541667,1.562500,1.541667,1.562500,0.513125,528000
1971-03-08,1.562500,1.562500,1.536458,1.562500,0.513125,811200
1971-03-09,1.562500,1.604167,1.552083,1.604167,0.526809,652800
1971-03-10,1.625000,1.677083,1.625000,1.666667,0.547334,2232000
1971-03-11,1.666667,1.666667,1.580729,1.583333,0.519967,1723200
1971-03-12,1.578125,1.578125,1.520833,1.557292,0.511416,1353600
1971-03-15,1.557292,1.578125,1.536458,1.567708,0.514836,1718400
1971-03-16,1.588542,1.630208,1.588542,1.625000,0.533651,1526400
1971-03-17,1.625000,1.645833,1.614583,1.645833,0.540492,235200
1971-03-18,1.645833,1.651042,1.622396,1.627604,0.534506,302400
1971-03-19,1.627604,1.632813,1.604167,1.606771,0.527664,297600
1971-03-22,1.606771,1.614583,1.583333,1.583333,0.519967,201600
1971-03-23,1.562500,1.562500,1.520833,1.536458,0.504573,1396800
1971-03-24,1.541667,1.557292,1.541667,1.541667,0.506284,403200
1971-03-25,1.541667,1.546875,1.515625,1.536458,0.504573,542400
1971-03-26,1.546875,1.598958,1.546875,1.567708,0.514836,417600
1971-03-29,1.567708,1.598958,1.567708,1.598958,0.525099,268800
1971-03-30,1.609375,1.630208,1.609375,1.617188,0.531085,369600
1971-03-31,1.617188,1.625000,1.598958,1.609375,0.528519,254400
1971-04-01,1.609375,1.630208,1.598958,1.601563,0.525954,643200
1971-04-02,1.601563,1.604167,1.593750,1.604167,0.526809,307200
1971-04-05,1.598958,1.598958,1.585938,1.591146,0.522533,216000
1971-04-06,1.591146,1.609375,1.583333,1.593750,0.523388,585600
1971-04-07,1.593750,1.625000,1.593750,1.593750,0.523388,398400
1971-04-08,1.583333,1.583333,1.572917,1.583333,0.519967,451200
1971-04-12,1.583333,1.598958,1.567708,1.593750,0.523388,2227200
1971-04-13,1.598958,1.609375,1.598958,1.604167,0.526809,1454400
1971-04-14,1.604167,1.635417,1.601563,1.635417,0.537072,571200
1971-04-15,1.635417,1.656250,1.630208,1.648438,0.541348,523200
1971-04-16,1.648438,1.661458,1.645833,1.656250,0.543913,278400
1971-04-19,1.658854,1.666667,1.658854,1.664063,0.546479,326400
1971-04-20,1.664063,1.666667,1.656250,1.656250,0.543913,566400
1971-04-21,1.656250,1.661458,1.645833,1.651042,0.542203,393600
1971-04-22,1.651042,1.656250,1.630208,1.651042,0.542203,331200
1971-04-23,1.645833,1.645833,1.630208,1.632813,0.536216,254400
1971-04-26,1.632813,1.661458,1.619792,1.640625,0.538782,220800
1971-04-27,1.645833,1.682292,1.645833,1.682292,0.552466,643200
1971-04-28,1.718750,1.750000,1.718750,1.723958,0.566149,873600
1971-04-29,1.729167,1.760417,1.729167,1.734375,0.569569,667200
1971-04-30,1.734375,1.760417,1.734375,1.760417,0.578122,446400
1971-05-03,1.760417,1.760417,1.729167,1.731771,0.568714,1756800
1971-05-04,1.731771,1.739583,1.692708,1.739583,0.571280,811200
1971-05-05,1.739583,1.786458,1.739583,1.781250,0.584963,868800
1971-05-06,1.791667,1.875000,1.791667,1.851563,0.608054,825600
1971-05-07,1.851563,1.885417,1.848958,1.885417,0.619172,763200
1971-05-10,1.880208,1.880208,1.864583,1.867188,0.613185,676800
1971-05-11,1.867188,1.875000,1.843750,1.864583,0.612330,412800
1971-05-12,1.864583,1.864583,1.841146,1.848958,0.607199,379200
1971-05-13,1.848958,1.854167,1.835938,1.843750,0.605488,196800
1971-05-14,1.843750,1.854167,1.833333,1.848958,0.607199,1478400
1971-05-17,1.846354,1.846354,1.815104,1.815104,0.596753,403200
1971-05-18,1.815104,1.833333,1.802083,1.828125,0.601034,1200000
1971-05-19,1.828125,1.838542,1.822917,1.828125,0.601034,340800
1971-05-20,1.828125,1.830729,1.817708,1.830729,0.601890,508800
1971-05-21,1.830729,1.830729,1.815104,1.815104,0.596753,288000
1971-05-24,1.815104,1.820313,1.807292,1.807292,0.594185,230400
1971-05-25,1.807292,1.817708,1.781250,1.817708,0.597609,456000
1971-05-26,1.812500,1.812500,1.802083,1.802083,0.592472,331200
1971-05-27,1.802083,1.817708,1.786458,1.786458,0.587335,393600
1971-05-28,1.786458,1.812500,1.781250,1.802083,0.592472,475200
1971-06-01,1.802083,1.812500,1.765625,1.812500,0.595897,955200
1971-06-02,1.812500,1.843750,1.802083,1.838542,0.604459,1300800
1971-06-03,1.838542,1.848958,1.838542,1.848958,0.607884,748800
1971-06-04,1.848958,1.854167,1.843750,1.854167,0.609596,489600
1971-06-07,1.854167,1.861979,1.841146,1.841146,0.605315,552000
1971-06-08,1.841146,1.848958,1.822917,1.822917,0.599322,456000
1971-06-09,1.822917,1.833333,1.807292,1.828125,0.601034,403200
1971-06-10,1.828125,1.848958,1.822917,1.838542,0.604459,561600
1971-06-11,1.838542,1.854167,1.822917,1.854167,0.609596,528000
1971-06-14,1.854167,1.903646,1.854167,1.903646,0.625864,984000
1971-06-15,1.903646,1.989583,1.895833,1.973958,0.648980,763200
1971-06-16,1.973958,2.015625,1.945313,2.005208,0.659254,1219200
1971-06-17,1.984375,1.984375,1.963542,1.968750,0.647268,1737600
1971-06-18,1.968750,1.979167,1.958333,1.963542,0.645555,768000
1971-06-21,1.947917,1.947917,1.919271,1.927083,0.633568,542400
1971-06-22,1.927083,1.927083,1.885417,1.885417,0.619870,753600
1971-06-23,1.906250,1.937500,1.906250,1.937500,0.636993,619200
1971-06-24,1.937500,1.973958,1.937500,1.963542,0.645555,844800
1971-06-25,1.958333,1.958333,1.924479,1.937500,0.636993,2515200
1971-06-28,1.937500,1.937500,1.916667,1.916667,0.630144,220800
1971-06-29,1.927083,1.973958,1.927083,1.973958,0.648980,1036800
1971-06-30,2.005208,2.031250,2.005208,2.005208,0.659254,566400
1971-07-01,2.005208,2.036458,1.994792,2.013021,0.661823,1041600
1971-07-02,2.013021,2.018229,2.000000,2.002604,0.658398,168000
1971-07-06,1.997396,1.997396,1.963542,1.979167,0.650692,854400
1971-07-07,1.979167,1.994792,1.950521,1.950521,0.641274,676800
1971-07-08,1.958333,1.981771,1.958333,1.968750,0.647268,408000
1971-07-09,1.968750,1.989583,1.968750,1.984375,0.652404,340800
1971-07-12,1.984375,2.010417,1.984375,1.994792,0.655829,302400
1971-07-13,1.994792,2.020833,1.979167,1.979167,0.650692,321600
1971-07-14,1.976563,1.976563,1.958333,1.973958,0.648980,480000
1971-07-15,1.973958,2.015625,1.973958,2.005208,0.659254,436800
1971-07-16,2.005208,2.031250,1.992188,1.992188,0.654973,360000
1971-07-19,1.989583,1.989583,1.953125,1.963542,0.645555,211200
1971-07-20,1.963542,1.989583,1.958333,1.989583,0.654117,220800
1971-07-21,1.989583,2.005208,1.984375,1.994792,0.655829,264000
1971-07-22,1.994792,1.994792,1.979167,1.986979,0.653261,374400
1971-07-23,2.002604,2.046875,2.002604,2.046875,0.672953,408000
